,b,bf,Cd,Cm,C,C_O,C_C,g,E,H,Id,Im,I,K,L,Lb,M,mc,r_k,T,U,X,Y,Yf,lbint_C,wint,Eint,YfP,Gapf,IC,S,pcp,pip,pcmp,pimp,pfp,pxp,Pi,Pic,Pii,Picm,Piim,Pix,Pif,Pim,Q,R,w,w_h,z_w,z_C,z_K,z_I,z_M,z_Y,z_pf,z_A,z_L,z_G,z_Yf,a,mu,eps_b,eps_p,eps_w,eps_cm,eps_x,eps_f,eps_yf,eps_pif,zcd,zcm,zid,zim,e_p2,e_w2,e_f2,e_x2,e_mu2,e_cm2,e_b2
130,1.7161E-4,2.2771E-6,1.5729E-4,1.1153E-4,1.4127E-4,1.4127E-4,4.4293E-5,1.5986E-8,-3.1999E-5,-2.8236E-6,-2.0039E-5,-6.5793E-5,-3.3765E-5,1.2543E-4,-3.1447E-5,-1.3828E-4,6.4511E-5,-7.2643E-8,-8.248E-5,-8.2022E-6,-8.2062E-7,3.1784E-5,4.9083E-5,-7.8559E-19,-1.2677E-4,-1.3526E-6,8.0911E-7,-4.2184E-19,-3.7937E-19,-1.7504E-4,-4.5418E-5,4.3786E-20,-7.9002E-20,2.2877E-5,2.2877E-5,2.2877E-5,1.09E-8,2.0229E-7,2.0229E-7,2.0229E-7,3.3069E-19,3.045E-19,2.0318E-7,3.0157E-19,0,3.4883E-7,3.1384E-19,7.5995E-5,7.5381E-5,-6.913E-20,-1.0733E-19,4.9363E-20,2.1221E-20,-1.4133E-19,-7.3618E-20,6.7716E-20,-4.6595E-20,5.0873E-20,-4.944E-20,-4.5756E-20,1.2325E-24,2.3446E-39,6.218E-39,-5.3966E-38,-1.1218E-38,-5.814E-22,1.5687E-23,3.2981E-38,1.0046E-53,0,1.6014E-5,1.6014E-5,1.3726E-5,1.3726E-5,0,0,0,0,0,0,0
131,1.6766E-4,2.2086E-6,1.5401E-4,1.0867E-4,1.3814E-4,1.3814E-4,4.3547E-5,1.4387E-8,-3.1214E-5,-2.7386E-6,-2.0263E-5,-6.5598E-5,-3.3864E-5,1.2305E-4,-3.0677E-5,-1.3522E-4,6.2462E-5,-7.4976E-8,-8.0833E-5,-8.0124E-6,-8.0424E-7,3.1492E-5,4.8256E-5,-7.6387E-19,-1.2401E-4,-1.3144E-6,7.8481E-7,-4.1509E-19,-3.6321E-19,-1.72E-4,-4.3924E-5,4.3076E-20,-7.7209E-20,2.2668E-5,2.2668E-5,2.2668E-5,1.1425E-8,2.0973E-7,2.0973E-7,2.0973E-7,3.2936E-19,3.0062E-19,2.1026E-7,2.9742E-19,0,2.0551E-7,3.1489E-19,7.4471E-5,7.387E-5,-6.6978E-20,-1.0483E-19,4.9619E-20,2.1705E-20,-1.3872E-19,-7.1467E-20,6.725E-20,-4.5457E-20,4.9712E-20,-4.8751E-20,-4.5026E-20,1.1092E-24,2.2275E-39,5.904E-39,-5.1319E-38,-1.0609E-38,-5.5233E-22,1.4432E-23,3.1662E-38,5.3644E-54,0,1.5867E-5,1.5867E-5,1.3601E-5,1.3601E-5,0,0,0,0,0,0,0
132,1.6382E-4,2.1418E-6,1.508E-4,1.059E-4,1.3509E-4,1.3509E-4,4.2806E-5,1.2949E-8,-3.0453E-5,-2.6558E-6,-2.0504E-5,-6.5405E-5,-3.3974E-5,1.207E-4,-2.9931E-5,-1.3225E-4,6.0478E-5,-7.5379E-8,-7.9215E-5,-7.828E-6,-7.8814E-7,3.119E-5,4.7433E-5,-7.4246E-19,-1.2131E-4,-1.2769E-6,7.6113E-7,-4.0845E-19,-3.4728E-19,-1.6906E-4,-4.2477E-5,4.2385E-20,-7.5456E-20,2.245E-5,2.245E-5,2.245E-5,1.1622E-8,2.1742E-7,2.1742E-7,2.1742E-7,3.2172E-19,2.9617E-19,2.1762E-7,2.9336E-19,0,7.8139E-8,3.161E-19,7.2977E-5,7.2389E-5,-6.4887E-20,-1.0239E-19,4.9857E-20,2.2237E-20,-1.3618E-19,-6.9385E-20,6.6798E-20,-4.4351E-20,4.8562E-20,-4.808E-20,-4.4321E-20,9.9832E-25,2.1163E-39,5.6059E-39,-4.8801E-38,-1.0034E-38,-5.2472E-22,1.3277E-23,3.0396E-38,2.8646E-54,0,1.5715E-5,1.5715E-5,1.347E-5,1.347E-5,0,0,0,0,0,0,0
133,1.6009E-4,2.0769E-6,1.4767E-4,1.0322E-4,1.3211E-4,1.3211E-4,4.2071E-5,1.1654E-8,-2.9715E-5,-2.5753E-6,-2.0755E-5,-6.5205E-5,-3.409E-5,1.1839E-4,-2.9208E-5,-1.2935E-4,5.8559E-5,-7.4062E-8,-7.7625E-5,-7.6487E-6,-7.7232E-7,3.0877E-5,4.6615E-5,-7.2139E-19,-1.1868E-4,-1.2401E-6,7.3809E-7,-4.0191E-19,-3.3162E-19,-1.662E-4,-4.1076E-5,4.1711E-20,-7.3741E-20,2.2225E-5,2.2225E-5,2.2225E-5,1.1526E-8,2.2524E-7,2.2524E-7,2.2524E-7,3.1972E-19,2.919E-19,2.2514E-7,2.8938E-19,0,-3.4176E-8,3.1742E-19,7.1512E-5,7.0938E-5,-6.2857E-20,-1.0001E-19,5.007E-20,2.2804E-20,-1.3372E-19,-6.737E-20,6.6354E-20,-4.3276E-20,4.7427E-20,-4.7423E-20,-4.3639E-20,8.9849E-25,2.0106E-39,5.3229E-39,-4.6404E-38,-9.4912E-39,-4.9848E-22,1.2215E-23,2.918E-38,1.5297E-54,0,1.5557E-5,1.5557E-5,1.3335E-5,1.3335E-5,0,0,0,0,0,0,0
134,1.5646E-4,2.0138E-6,1.4461E-4,1.0062E-4,1.2921E-4,1.2921E-4,4.1341E-5,1.0488E-8,-2.8999E-5,-2.4971E-6,-2.1011E-5,-6.4995E-5,-3.4206E-5,1.161E-4,-2.8507E-5,-1.2653E-4,5.6706E-5,-7.1224E-8,-7.6062E-5,-7.4745E-6,-7.5677E-7,3.0553E-5,4.5802E-5,-7.0072E-19,-1.1612E-4,-1.2041E-6,7.1568E-7,-3.9548E-19,-3.1629E-19,-1.6342E-4,-3.9721E-5,4.1051E-20,-7.2065E-20,2.1992E-5,2.1992E-5,2.1992E-5,1.117E-8,2.3309E-7,2.3309E-7,2.3309E-7,3.1573E-19,2.8924E-19,2.3273E-7,2.8547E-19,0,-1.3233E-7,3.1877E-19,7.0074E-5,6.9515E-5,-6.0891E-20,-9.7682E-20,5.0254E-20,2.3396E-20,-1.3134E-19,-6.5422E-20,6.5914E-20,-4.2232E-20,4.6307E-20,-4.6779E-20,-4.2977E-20,8.0864E-25,1.9102E-39,5.0543E-39,-4.4123E-38,-8.9789E-39,-4.7356E-22,1.1238E-23,2.8013E-38,8.1685E-55,0,1.5394E-5,1.5394E-5,1.3195E-5,1.3195E-5,0,0,0,0,0,0,0
135,1.5293E-4,1.9525E-6,1.4161E-4,9.8108E-5,1.2638E-4,1.2638E-4,4.0617E-5,9.4396E-9,-2.8305E-5,-2.4212E-6,-2.1267E-5,-6.4769E-5,-3.4318E-5,1.1385E-4,-2.7828E-5,-1.2378E-4,5.4918E-5,-6.7052E-8,-7.4526E-5,-7.3051E-6,-7.4149E-7,3.0219E-5,4.4994E-5,-6.8047E-19,-1.1362E-4,-1.1689E-6,6.9394E-7,-3.8915E-19,-3.0133E-19,-1.607E-4,-3.8414E-5,4.0405E-20,-7.0427E-20,2.1751E-5,2.1751E-5,2.1751E-5,1.0586E-8,2.4088E-7,2.4088E-7,2.4088E-7,3.1242E-19,2.8768E-19,2.4029E-7,2.816E-19,0,-2.1722E-7,3.2012E-19,6.8665E-5,6.812E-5,-5.8987E-20,-9.5416E-20,5.0405E-20,2.4001E-20,-1.2901E-19,-6.3541E-20,6.5472E-20,-4.1217E-20,4.5203E-20,-4.6144E-20,-4.2332E-20,7.2778E-25,1.8149E-39,4.7993E-39,-4.1953E-38,-8.4953E-39,-4.4988E-22,1.0339E-23,2.6892E-38,4.362E-55,0,1.5226E-5,1.5226E-5,1.3051E-5,1.3051E-5,0,0,0,0,0,0,0
136,1.495E-4,1.8932E-6,1.3868E-4,9.5674E-5,1.2363E-4,1.2363E-4,3.9898E-5,8.4956E-9,-2.7633E-5,-2.3476E-6,-2.1518E-5,-6.4523E-5,-3.442E-5,1.1164E-4,-2.717E-5,-1.2109E-4,5.3195E-5,-6.1725E-8,-7.3017E-5,-7.1405E-6,-7.2647E-7,2.9875E-5,4.419E-5,-6.6068E-19,-1.1118E-4,-1.1346E-6,6.7285E-7,-3.8293E-19,-2.8676E-19,-1.5805E-4,-3.7154E-5,3.977E-20,-6.8826E-20,2.1503E-5,2.1503E-5,2.1503E-5,9.8025E-9,2.4853E-7,2.4853E-7,2.4853E-7,3.0715E-19,2.823E-19,2.4774E-7,2.7778E-19,0,-2.897E-7,3.2142E-19,6.7282E-5,6.6752E-5,-5.7146E-20,-9.3206E-20,5.0519E-20,2.4612E-20,-1.2675E-19,-6.1725E-20,6.5023E-20,-4.0231E-20,4.4117E-20,-4.5519E-20,-4.1703E-20,6.55E-25,1.7242E-39,4.5572E-39,-3.9889E-38,-8.0387E-39,-4.2738E-22,9.5118E-24,2.5816E-38,2.3293E-55,0,1.5052E-5,1.5052E-5,1.2902E-5,1.2902E-5,0,0,0,0,0,0,0
137,1.4617E-4,1.8357E-6,1.3581E-4,9.3318E-5,1.2094E-4,1.2094E-4,3.9184E-5,7.646E-9,-2.698E-5,-2.2763E-6,-2.1761E-5,-6.4254E-5,-3.4509E-5,1.0945E-4,-2.6533E-5,-1.1847E-4,5.1535E-5,-5.5406E-8,-7.1534E-5,-6.9804E-6,-7.1171E-7,2.952E-5,4.3392E-5,-6.4137E-19,-1.088E-4,-1.1011E-6,6.5242E-7,-3.768E-19,-2.7262E-19,-1.5545E-4,-3.594E-5,3.9146E-20,-6.7263E-20,2.1247E-5,2.1247E-5,2.1247E-5,8.8474E-9,2.5597E-7,2.5597E-7,2.5597E-7,3.0592E-19,2.7993E-19,2.5501E-7,2.7399E-19,0,-3.5063E-7,3.2261E-19,6.5924E-5,6.5409E-5,-5.5368E-20,-9.1052E-20,5.0595E-20,2.522E-20,-1.2454E-19,-5.9972E-20,6.4565E-20,-3.9274E-20,4.3049E-20,-4.4899E-20,-4.1087E-20,5.895E-25,1.6381E-39,4.3275E-39,-3.7925E-38,-7.6074E-39,-4.0602E-22,8.7508E-24,2.4784E-38,1.2439E-55,0,1.4873E-5,1.4873E-5,1.2748E-5,1.2748E-5,0,0,0,0,0,0,0
138,1.4293E-4,1.7802E-6,1.33E-4,9.1037E-5,1.1832E-4,1.1832E-4,3.8476E-5,6.8814E-9,-2.6348E-5,-2.2074E-6,-2.1992E-5,-6.3959E-5,-3.4582E-5,1.073E-4,-2.5914E-5,-1.1592E-4,4.9937E-5,-4.8251E-8,-7.0076E-5,-6.8247E-6,-6.9721E-7,2.9156E-5,4.2599E-5,-6.2257E-19,-1.0648E-4,-1.0686E-6,6.3266E-7,-3.7077E-19,-2.5894E-19,-1.529E-4,-3.4772E-5,3.8531E-20,-6.5736E-20,2.0983E-5,2.0983E-5,2.0983E-5,7.7465E-9,2.6314E-7,2.6314E-7,2.6314E-7,2.9898E-19,2.7476E-19,2.6204E-7,2.7022E-19,0,-4.0086E-7,3.2368E-19,6.4593E-5,6.4092E-5,-5.3652E-20,-8.8952E-20,5.063E-20,2.5818E-20,-1.2238E-19,-5.8282E-20,6.4095E-20,-3.8344E-20,4.1999E-20,-4.4285E-20,-4.0482E-20,5.3055E-25,1.5563E-39,4.1093E-39,-3.6057E-38,-7.2001E-39,-3.8571E-22,8.0508E-24,2.3792E-38,6.6422E-56,0,1.4688E-5,1.4688E-5,1.259E-5,1.259E-5,0,0,0,0,0,0,0
139,1.3977E-4,1.7264E-6,1.3026E-4,8.883E-5,1.1576E-4,1.1576E-4,3.7774E-5,6.1933E-9,-2.5734E-5,-2.1408E-6,-2.2208E-5,-6.3635E-5,-3.4636E-5,1.0517E-4,-2.5315E-5,-1.1343E-4,4.8401E-5,-4.0403E-8,-6.8644E-5,-6.6733E-6,-6.8296E-7,2.8783E-5,4.1812E-5,-6.0429E-19,-1.0421E-4,-1.0369E-6,6.1355E-7,-3.6484E-19,-2.4572E-19,-1.5039E-4,-3.3649E-5,3.7924E-20,-6.4245E-20,2.0713E-5,2.0713E-5,2.0713E-5,6.524E-9,2.6999E-7,2.6999E-7,2.6999E-7,2.9485E-19,2.7053E-19,2.6877E-7,2.6647E-19,0,-4.4119E-7,3.2458E-19,6.3286E-5,6.28E-5,-5.1998E-20,-8.6906E-20,5.0623E-20,2.64E-20,-1.2026E-19,-5.6654E-20,6.3609E-20,-3.7441E-20,4.097E-20,-4.3675E-20,-3.9887E-20,4.775E-25,1.4786E-39,3.9022E-39,-3.428E-38,-6.8152E-39,-3.6643E-22,7.4067E-24,2.2841E-38,3.5469E-56,0,1.4499E-5,1.4499E-5,1.2428E-5,1.2428E-5,0,0,0,0,0,0,0
140,1.367E-4,1.6746E-6,1.2757E-4,8.6694E-5,1.1326E-4,1.1326E-4,3.7077E-5,5.574E-9,-2.5139E-5,-2.0765E-6,-2.2407E-5,-6.3281E-5,-3.4669E-5,1.0308E-4,-2.4734E-5,-1.11E-4,4.6925E-5,-3.1997E-8,-6.7237E-5,-6.526E-6,-6.6896E-7,2.84E-5,4.1031E-5,-5.8654E-19,-1.02E-4,-1.0062E-6,5.9509E-7,-3.59E-19,-2.3299E-19,-1.4793E-4,-3.257E-5,3.7325E-20,-6.2789E-20,2.0437E-5,2.0437E-5,2.0437E-5,5.202E-9,2.7647E-7,2.7647E-7,2.7647E-7,2.9136E-19,2.6846E-19,2.7515E-7,2.6274E-19,0,-4.7241E-7,3.2529E-19,6.2003E-5,6.1532E-5,-5.0404E-20,-8.4912E-20,5.0572E-20,2.696E-20,-1.1819E-19,-5.5085E-20,6.3105E-20,-3.6563E-20,3.9961E-20,-4.3068E-20,-3.9301E-20,4.2975E-25,1.4048E-39,3.7056E-39,-3.2589E-38,-6.4516E-39,-3.4811E-22,6.8142E-24,2.1927E-38,1.8941E-56,0,1.4306E-5,1.4306E-5,1.2262E-5,1.2262E-5,0,0,0,0,0,0,0
141,1.3372E-4,1.6245E-6,1.2493E-4,8.4626E-5,1.1083E-4,1.1083E-4,3.6386E-5,5.0166E-9,-2.4562E-5,-2.0144E-6,-2.2586E-5,-6.2895E-5,-3.4679E-5,1.0102E-4,-2.417E-5,-1.0863E-4,4.5508E-5,-2.3154E-8,-6.5854E-5,-6.3827E-6,-6.5521E-7,2.8009E-5,4.0257E-5,-5.6934E-19,-9.9835E-5,-9.764E-7,5.7728E-7,-3.5326E-19,-2.2076E-19,-1.4551E-4,-3.1535E-5,3.6732E-20,-6.1369E-20,2.0154E-5,2.0154E-5,2.0154E-5,3.8015E-9,2.8254E-7,2.8254E-7,2.8254E-7,2.8758E-19,2.6642E-19,2.8114E-7,2.5901E-19,0,-4.9528E-7,3.2579E-19,6.0744E-5,6.0287E-5,-4.887E-20,-8.2969E-20,5.0477E-20,2.7493E-20,-1.1616E-19,-5.3574E-20,6.2583E-20,-3.5712E-20,3.8973E-20,-4.2463E-20,-3.8722E-20,3.8677E-25,1.3346E-39,3.519E-39,-3.0982E-38,-6.108E-39,-3.307E-22,6.269E-24,2.105E-38,1.0114E-56,0,1.4108E-5,1.4108E-5,1.2093E-5,1.2093E-5,0,0,0,0,0,0,0
142,1.3081E-4,1.5763E-6,1.2236E-4,8.2624E-5,1.0845E-4,1.0845E-4,3.5701E-5,4.5149E-9,-2.4002E-5,-1.9546E-6,-2.2745E-5,-6.2477E-5,-3.4664E-5,9.8994E-5,-2.3623E-5,-1.0631E-4,4.4148E-5,-1.3989E-8,-6.4497E-5,-6.2432E-6,-6.417E-7,2.7611E-5,3.9489E-5,-5.5269E-19,-9.7723E-5,-9.4752E-7,5.601E-7,-3.4761E-19,-2.0903E-19,-1.4311E-4,-3.0542E-5,3.6145E-20,-5.9982E-20,1.9866E-5,1.9866E-5,1.9866E-5,2.3412E-9,2.8818E-7,2.8818E-7,2.8818E-7,2.8383E-19,2.6431E-19,2.8672E-7,2.5529E-19,0,-5.1054E-7,3.2606E-19,5.9509E-5,5.9066E-5,-4.7394E-20,-8.1076E-20,5.0338E-20,2.7995E-20,-1.1416E-19,-5.2119E-20,6.204E-20,-3.4884E-20,3.8006E-20,-4.186E-20,-3.8149E-20,3.4809E-25,1.2679E-39,3.3418E-39,-2.9453E-38,-5.7833E-39,-3.1417E-22,5.7675E-24,2.0208E-38,5.401E-57,0,1.3906E-5,1.3906E-5,1.192E-5,1.192E-5,0,0,0,0,0,0,0
143,1.2798E-4,1.5298E-6,1.1983E-4,8.0686E-5,1.0613E-4,1.0613E-4,3.5023E-5,4.0634E-9,-2.3458E-5,-1.897E-6,-2.288E-5,-6.2026E-5,-3.4624E-5,9.6996E-5,-2.3093E-5,-1.0405E-4,4.2843E-5,-4.6053E-9,-6.3163E-5,-6.1074E-6,-6.2843E-7,2.7205E-5,3.8728E-5,-5.3659E-19,-9.566E-5,-9.1957E-7,5.4355E-7,-3.4205E-19,-1.9782E-19,-1.4075E-4,-2.9591E-5,3.5564E-20,-5.8629E-20,1.9573E-5,1.9573E-5,1.9573E-5,8.3885E-10,2.9335E-7,2.9335E-7,2.9335E-7,2.8E-19,2.6133E-19,2.9184E-7,2.5156E-19,0,-5.1889E-7,3.2609E-19,5.8296E-5,5.7867E-5,-4.5976E-20,-7.9232E-20,5.0155E-20,2.8463E-20,-1.1219E-19,-5.0718E-20,6.1476E-20,-3.4081E-20,3.706E-20,-4.1257E-20,-3.7581E-20,3.1328E-25,1.2046E-39,3.1735E-39,-2.7999E-38,-5.4763E-39,-2.9846E-22,5.3061E-24,1.94E-38,2.8841E-57,0,1.3701E-5,1.3701E-5,1.1744E-5,1.1744E-5,0,0,0,0,0,0,0
144,1.2522E-4,1.4851E-6,1.1736E-4,7.8809E-5,1.0387E-4,1.0387E-4,3.4351E-5,3.6571E-9,-2.293E-5,-1.8415E-6,-2.2992E-5,-6.1542E-5,-3.4557E-5,9.5029E-5,-2.2578E-5,-1.0185E-4,4.1592E-5,4.9027E-9,-6.1854E-5,-5.9752E-6,-6.154E-7,2.6793E-5,3.7974E-5,-5.2105E-19,-9.3645E-5,-8.9253E-7,5.2761E-7,-3.3657E-19,-1.8711E-19,-1.3842E-4,-2.8681E-5,3.4987E-20,-5.7309E-20,1.9275E-5,1.9275E-5,1.9275E-5,-6.8975E-10,2.9803E-7,2.9803E-7,2.9803E-7,2.7528E-19,2.5521E-19,2.965E-7,2.4784E-19,0,-5.21E-7,3.2587E-19,5.7105E-5,5.669E-5,-4.4613E-20,-7.7436E-20,4.9929E-20,2.8894E-20,-1.1026E-19,-4.937E-20,6.089E-20,-3.33E-20,3.6137E-20,-4.0654E-20,-3.7018E-20,2.8196E-25,1.1444E-39,3.0138E-39,-2.6616E-38,-5.1862E-39,-2.8354E-22,4.8816E-24,1.8624E-38,1.5401E-57,0,1.3492E-5,1.3492E-5,1.1565E-5,1.1565E-5,0,0,0,0,0,0,0
145,1.2253E-4,1.442E-6,1.1494E-4,7.699E-5,1.0165E-4,1.0165E-4,3.3686E-5,3.2914E-9,-2.2418E-5,-1.7881E-6,-2.308E-5,-6.1025E-5,-3.4463E-5,9.3092E-5,-2.2078E-5,-9.9691E-5,4.0393E-5,1.4449E-8,-6.0568E-5,-5.8464E-6,-6.0261E-7,2.6375E-5,3.7228E-5,-5.0607E-19,-9.1675E-5,-8.664E-7,5.1226E-7,-3.3119E-19,-1.7692E-19,-1.3612E-4,-2.7809E-5,3.4415E-20,-5.6021E-20,1.8973E-5,1.8973E-5,1.8973E-5,-2.2301E-9,3.0222E-7,3.0222E-7,3.0222E-7,2.7164E-19,2.5439E-19,3.0068E-7,2.4412E-19,0,-5.1752E-7,3.2538E-19,5.5936E-5,5.5535E-5,-4.3304E-20,-7.5686E-20,4.966E-20,2.9285E-20,-1.0836E-19,-4.8073E-20,6.0283E-20,-3.2542E-20,3.5235E-20,-4.0052E-20,-3.6459E-20,2.5376E-25,1.0873E-39,2.8621E-39,-2.5301E-38,-4.9118E-39,-2.6936E-22,4.4911E-24,1.7879E-38,8.2243E-58,0,1.3281E-5,1.3281E-5,1.1384E-5,1.1384E-5,0,0,0,0,0,0,0
146,1.1991E-4,1.4006E-6,1.1256E-4,7.5229E-5,9.9496E-5,9.9496E-5,3.3028E-5,2.9622E-9,-2.1921E-5,-1.7367E-6,-2.3142E-5,-6.0475E-5,-3.4342E-5,9.1186E-5,-2.1593E-5,-9.7586E-5,3.9244E-5,2.3957E-8,-5.9305E-5,-5.7209E-6,-5.9005E-7,2.5952E-5,3.649E-5,-4.9163E-19,-8.975E-5,-8.4116E-7,4.9751E-7,-3.2589E-19,-1.6724E-19,-1.3384E-4,-2.6975E-5,3.3848E-20,-5.4765E-20,1.8667E-5,1.8667E-5,1.8667E-5,-3.7691E-9,3.059E-7,3.059E-7,3.059E-7,2.6923E-19,2.5164E-19,3.0437E-7,2.4039E-19,0,-5.0906E-7,3.2463E-19,5.4789E-5,5.4401E-5,-4.2049E-20,-7.3981E-20,4.9349E-20,2.9634E-20,-1.0648E-19,-4.6826E-20,5.9653E-20,-3.1805E-20,3.4355E-20,-3.9449E-20,-3.5903E-20,2.2838E-25,1.033E-39,2.7181E-39,-2.405E-38,-4.6524E-39,-2.5589E-22,4.1318E-24,1.7164E-38,4.3918E-58,0,1.3067E-5,1.3067E-5,1.12E-5,1.12E-5,0,0,0,0,0,0,0
147,1.1736E-4,1.3608E-6,1.1024E-4,7.3522E-5,9.7387E-5,9.7387E-5,3.2377E-5,2.666E-9,-2.1437E-5,-1.6873E-6,-2.3179E-5,-5.9894E-5,-3.4194E-5,8.9311E-5,-2.1121E-5,-9.553E-5,3.8144E-5,3.3357E-8,-5.8066E-5,-5.5987E-6,-5.7772E-7,2.5524E-5,3.576E-5,-4.7774E-19,-8.7868E-5,-8.1681E-7,4.8331E-7,-3.2067E-19,-1.5806E-19,-1.3158E-4,-2.6177E-5,3.3284E-20,-5.354E-20,1.8358E-5,1.8358E-5,1.8358E-5,-5.2949E-9,3.0907E-7,3.0907E-7,3.0907E-7,2.6292E-19,2.4697E-19,3.0755E-7,2.3667E-19,0,-4.9619E-7,3.2361E-19,5.3663E-5,5.3288E-5,-4.0844E-20,-7.232E-20,4.8998E-20,2.9941E-20,-1.0463E-19,-4.5625E-20,5.9001E-20,-3.1089E-20,3.3497E-20,-3.8846E-20,-3.535E-20,2.0555E-25,9.8135E-40,2.5813E-39,-2.2861E-38,-4.407E-39,-2.431E-22,3.8013E-24,1.6477E-38,2.3452E-58,0,1.285E-5,1.285E-5,1.1015E-5,1.1015E-5,0,0,0,0,0,0,0
148,1.1487E-4,1.3225E-6,1.0796E-4,7.1867E-5,9.5327E-5,9.5327E-5,3.1733E-5,2.3994E-9,-2.0968E-5,-1.6399E-6,-2.3191E-5,-5.9282E-5,-3.4018E-5,8.7467E-5,-2.0662E-5,-9.352E-5,3.709E-5,4.2587E-8,-5.685E-5,-5.4795E-6,-5.6561E-7,2.5093E-5,3.5039E-5,-4.6438E-19,-8.6028E-5,-7.9332E-7,4.6967E-7,-3.1554E-19,-1.4937E-19,-1.2934E-4,-2.5415E-5,3.2724E-20,-5.2344E-20,1.8046E-5,1.8046E-5,1.8046E-5,-6.7972E-9,3.1173E-7,3.1173E-7,3.1173E-7,2.63E-19,2.4547E-19,3.1023E-7,2.3294E-19,0,-4.7946E-7,3.2233E-19,5.2558E-5,5.2196E-5,-3.9688E-20,-7.0703E-20,4.8609E-20,3.0205E-20,-1.028E-19,-4.4469E-20,5.8328E-20,-3.0394E-20,3.266E-20,-3.8243E-20,-3.48E-20,1.8499E-25,9.3233E-40,2.4515E-39,-2.173E-38,-4.1749E-39,-2.3094E-22,3.4972E-24,1.5818E-38,1.2523E-58,0,1.2632E-5,1.2632E-5,1.0828E-5,1.0828E-5,0,0,0,0,0,0,0
149,1.1244E-4,1.2857E-6,1.0573E-4,7.0262E-5,9.3314E-5,9.3314E-5,3.1098E-5,2.1595E-9,-2.0511E-5,-1.5943E-6,-2.3177E-5,-5.8641E-5,-3.3816E-5,8.5653E-5,-2.0217E-5,-9.1556E-5,3.6081E-5,5.1594E-8,-5.5656E-5,-5.3632E-6,-5.5374E-7,2.4659E-5,3.4326E-5,-4.5155E-19,-8.4229E-5,-7.7068E-7,4.5657E-7,-3.105E-19,-1.4116E-19,-1.2713E-4,-2.4686E-5,3.2168E-20,-5.1178E-20,1.7732E-5,1.7732E-5,1.7732E-5,-8.2666E-9,3.1388E-7,3.1388E-7,3.1388E-7,2.5735E-19,2.4365E-19,3.1241E-7,2.292E-19,0,-4.5938E-7,3.2078E-19,5.1474E-5,5.1123E-5,-3.858E-20,-6.9127E-20,4.8182E-20,3.0424E-20,-1.0099E-19,-4.3358E-20,5.7634E-20,-2.9717E-20,3.1846E-20,-3.7639E-20,-3.4251E-20,1.6649E-25,8.8575E-40,2.3282E-39,-2.0655E-38,-3.9554E-39,-2.1939E-22,3.2174E-24,1.5185E-38,6.6875E-59,0,1.2412E-5,1.2412E-5,1.0639E-5,1.0639E-5,0,0,0,0,0,0,0
150,1.1007E-4,1.2504E-6,1.0354E-4,6.8706E-5,9.1347E-5,9.1347E-5,3.047E-5,1.9435E-9,-2.0067E-5,-1.5505E-6,-2.3138E-5,-5.7971E-5,-3.3588E-5,8.387E-5,-1.9783E-5,-8.9637E-5,3.5115E-5,6.0329E-8,-5.4485E-5,-5.2499E-6,-5.4208E-7,2.4222E-5,3.3623E-5,-4.3923E-19,-8.2469E-5,-7.4887E-7,4.4398E-7,-3.0553E-19,-1.3343E-19,-1.2494E-4,-2.399E-5,3.1616E-20,-5.0041E-20,1.7417E-5,1.7417E-5,1.7417E-5,-9.695E-9,3.1552E-7,3.1552E-7,3.1552E-7,2.5365E-19,2.3596E-19,3.1409E-7,2.2547E-19,0,-4.3644E-7,3.1897E-19,5.0409E-5,5.0071E-5,-3.7518E-20,-6.7591E-20,4.772E-20,3.0599E-20,-9.9207E-20,-4.2287E-20,5.692E-20,-2.9059E-20,3.1053E-20,-3.7035E-20,-3.3705E-20,1.4984E-25,8.415E-40,2.2112E-39,-1.9632E-38,-3.7477E-39,-2.0842E-22,2.96E-24,1.4578E-38,3.5711E-59,0,1.2192E-5,1.2192E-5,1.045E-5,1.045E-5,0,0,0,0,0,0,0
151,1.0776E-4,1.2165E-6,1.0139E-4,6.7195E-5,8.9425E-5,8.9425E-5,2.985E-5,1.7492E-9,-1.9635E-5,-1.5085E-6,-2.3075E-5,-5.7274E-5,-3.3335E-5,8.2117E-5,-1.9361E-5,-8.776E-5,3.419E-5,6.8753E-8,-5.3335E-5,-5.1393E-6,-5.3065E-7,2.3784E-5,3.2929E-5,-4.2742E-19,-8.0748E-5,-7.2787E-7,4.3189E-7,-3.0064E-19,-1.2616E-19,-1.2276E-4,-2.3325E-5,3.1067E-20,-4.8931E-20,1.71E-5,1.71E-5,1.71E-5,-1.1075E-8,3.1667E-7,3.1667E-7,3.1667E-7,2.5005E-19,2.3537E-19,3.1529E-7,2.2174E-19,0,-4.1109E-7,3.169E-19,4.9365E-5,4.9038E-5,-3.65E-20,-6.6095E-20,4.7225E-20,3.073E-20,-9.7444E-20,-4.1257E-20,5.6187E-20,-2.842E-20,3.0282E-20,-3.6432E-20,-3.316E-20,1.3486E-25,7.9946E-40,2.1E-39,-1.866E-38,-3.5512E-39,-1.98E-22,2.7232E-24,1.3995E-38,1.907E-59,0,1.197E-5,1.197E-5,1.026E-5,1.026E-5,0,0,0,0,0,0,0
