,b,bf,Cd,Cm,C,C_O,C_C,g,E,H,Id,Im,I,K,L,Lb,M,mc,r_k,T,U,X,Y,Yf,lbint_C,wint,Eint,YfP,Gapf,IC,S,pcp,pip,pcmp,pimp,pfp,pxp,Pi,Pic,Pii,Picm,Piim,Pix,Pif,Pim,Q,R,w,w_h,z_w,z_C,z_K,z_I,z_M,z_Y,z_pf,z_A,z_L,z_G,z_Yf,a,mu,eps_b,eps_p,eps_w,eps_cm,eps_x,eps_f,eps_yf,eps_pif,zcd,zcm,zid,zim,e_p2,e_w2,e_f2,e_x2,e_mu2,e_cm2,e_b2
2,-0.0039417,-0.003928,7.8968E-5,0.0025151,9.3163E-4,9.3163E-4,0.0064681,0.0115,3.8167E-4,0.0048707,5.289E-4,0.0029651,0.0012598,1.8839E-5,0.0048449,-0.0045576,0.0026344,0.0041911,0.0066759,1.4879E-20,6.642E-5,-0.0013158,0.0028063,-5.2737E-18,-0.0051367,0.0031155,3.8167E-4,0,-5.4552E-18,3.2813E-4,0.0012502,9.0353E-19,1.0794E-20,-0.0012181,-0.0012181,-0.0012181,-2.7144E-4,0.0012181,0.0012181,0.0012181,-1.8692E-19,-1.4518E-19,9.4665E-4,2.2687E-18,0,0.0024838,-6.4066E-19,0.0018974,0.014247,1.1471E-18,2.9178E-18,3.0603E-18,3.3903E-18,1.9663E-18,3.427E-18,1.4607E-18,3.4417E-19,5.0323E-19,-2.544E-21,2.1824E-21,0,0,0,5.9507E-19,-3.8855E-20,-4.1291E-19,6.7716E-19,0,7.5283E-19,0,-8.5266E-4,-8.5266E-4,-7.3085E-4,-7.3085E-4,0,0,0,0,0,0,0
3,0.0010183,0.0012785,2.8964E-4,0.004375,0.0017195,0.0017195,0.0059505,0.01035,4.7304E-4,-0.0015853,0.0011891,0.0052745,0.0024147,5.4669E-5,0.0032305,-0.0086337,0.0046135,0.0045225,0.0061607,1.8404E-4,6.1295E-5,-0.0022394,0.0018901,-1.2959E-17,-0.0052757,0.0019375,9.1368E-5,-2.7929E-19,-1.2521E-17,6.9521E-4,0.0015579,2.581E-18,-3.0947E-18,-0.0020427,-0.0020427,-0.0020427,-4.3162E-4,8.2458E-4,8.2458E-4,8.2458E-4,3.0738E-18,-2.5779E-19,6.644E-4,9.4914E-19,0,0.0065329,-1.5949E-18,0.0030103,0.015095,-5.7471E-18,-5.0713E-18,-1.0879E-17,-4.6427E-18,5.3671E-18,-6.1756E-18,-1.1543E-17,-1.2042E-18,1.2696E-18,3.0211E-18,3.0852E-18,3.1919E-19,-1.3608E-36,9.8584E-36,3.9275E-19,-4.274E-21,-3.9226E-19,6.2299E-19,2.6119E-36,4.0201E-19,0,-0.0014299,-0.0014299,-0.0012256,-0.0012256,0,0,0,0,0,0,0
4,-1.73E-4,1.9093E-4,3.8068E-4,0.0056308,0.0022182,0.0022182,0.0047605,0.009315,3.8286E-4,-2.3675E-4,0.0016861,0.0069363,0.0032612,1.0262E-4,0.0018007,-0.0064562,0.005977,0.0040532,0.0049355,-4.7543E-5,4.9105E-5,-0.0029971,0.0010848,-2.2234E-17,-0.0044693,8.1071E-4,-9.0187E-5,-5.2618E-19,-2.3045E-17,0.001043,0.0010943,2.1008E-18,-2.967E-18,-0.0026251,-0.0026251,-0.0026251,-4.6888E-4,5.8241E-4,5.8241E-4,5.8241E-4,-1.9436E-18,-1.205E-18,5.4516E-4,-4.1864E-21,0,0.0043064,-4.2038E-18,0.0032386,0.010058,-7.4041E-18,-5.0249E-18,-1.0836E-17,-4.7419E-18,3.5971E-18,-5.0573E-18,-8.6544E-18,-1.9749E-18,3.233E-18,3.0788E-18,1.8804E-18,4.5963E-19,-7.996E-38,5.2343E-36,2.5921E-19,-4.7014E-22,-3.7265E-19,5.7315E-19,3.9022E-36,2.1468E-19,0,-0.0018376,-0.0018376,-0.001575,-0.001575,0,0,0,0,0,0,0
5,1.3373E-4,5.2783E-4,4.5714E-4,0.0064081,0.00254,0.00254,0.0035276,0.0083835,1.9723E-4,-6.545E-4,0.0021203,0.0080713,0.0039056,1.595E-4,6.9257E-4,-0.0058676,0.0068491,0.0033294,0.0036174,8.0773E-6,3.5991E-5,-0.0035201,4.6934E-4,-3.3201E-17,-0.0039922,1.7522E-4,-1.8563E-4,-7.4399E-19,-3.4781E-17,0.0013656,3.1613E-4,1.6411E-18,-3.2202E-18,-0.0029755,-0.0029755,-0.0029755,-4.4299E-4,3.5039E-4,3.5039E-4,3.5039E-4,-9.5597E-19,-2.7261E-18,3.7628E-4,-1.4973E-19,0,0.0036979,-8.9278E-18,0.0030635,0.0072527,-7.6088E-18,-4.511E-18,-1.0472E-17,-4.1369E-18,3.1839E-18,-4.8945E-18,-8.0784E-18,-2.0791E-18,3.0742E-18,3.0541E-18,1.6073E-18,5.0674E-19,2.2716E-37,6.4707E-36,1.7108E-19,-5.1716E-23,-3.5402E-19,5.273E-19,4.4909E-36,1.1464E-19,0,-0.0020828,-0.0020828,-0.0017853,-0.0017853,0,0,0,0,0,0,0
6,1.1978E-4,4.7755E-4,5.259E-4,0.0067995,0.0027217,0.0027217,0.0023803,0.0075452,-2.409E-5,-5.9216E-4,0.0024932,0.0087668,0.0043753,2.2254E-4,-1.2431E-4,-0.0050478,0.0073212,0.0025338,0.002374,-6.244E-6,2.3619E-5,-0.003833,2.5582E-5,-4.3653E-17,-0.0035418,-2.2075E-4,-2.2132E-4,-9.3569E-19,-4.5853E-17,0.0016536,-5.5428E-4,1.226E-18,-3.3229E-18,-0.0031368,-0.0031368,-0.0031368,-3.7926E-4,1.6133E-4,1.6133E-4,1.6133E-4,-3.2458E-18,-3.9869E-18,2.2506E-4,-6.3254E-19,0,0.0028784,-1.4624E-17,0.0026814,0.0047991,-7.5876E-18,-4.0873E-18,-9.9454E-18,-3.7272E-18,2.6643E-18,-4.4179E-18,-7.0822E-18,-2.1224E-18,3.1056E-18,2.9494E-18,1.2518E-18,5.0633E-19,5.3307E-37,5.7125E-36,1.1291E-19,-5.6888E-24,-3.3632E-19,4.8511E-19,4.709E-36,6.1216E-20,0,-0.0021958,-0.0021958,-0.0018821,-0.0018821,0,0,0,0,0,0,0
7,2.0656E-4,4.8544E-4,5.9711E-4,0.0069048,0.0028048,0.0028048,0.0014282,0.0067906,-2.4213E-4,-6.0195E-4,0.0028161,0.0091238,0.0047084,2.8963E-4,-6.8382E-4,-0.0044349,0.0074932,0.0017981,0.0013199,-5.5927E-6,1.3132E-5,-0.0039652,-2.6671E-4,-5.2603E-17,-0.0031801,-4.2491E-4,-2.1804E-4,-1.104E-18,-5.5227E-17,0.0019036,-0.0013715,8.6519E-19,-3.3868E-18,-0.0031539,-0.0031539,-0.0031539,-3.0122E-4,1.7061E-5,1.7061E-5,1.7061E-5,-4.2921E-18,-5.3217E-18,9.5109E-5,-1.2914E-18,0,0.0022861,-2.0672E-17,0.0022394,0.0030672,-7.3101E-18,-3.6869E-18,-9.3866E-18,-3.4434E-18,2.365E-18,-4.0214E-18,-6.3864E-18,-2.0548E-18,2.9394E-18,2.8204E-18,1.0488E-18,4.8284E-19,6.9208E-37,5.7254E-36,7.4522E-20,-6.2576E-25,-3.195E-19,4.463E-19,4.733E-36,3.2689E-20,0,-0.0022077,-0.0022077,-0.0018923,-0.0018923,0,0,0,0,0,0,0
8,2.8329E-4,4.5859E-4,6.7061E-4,0.0068067,0.0028182,0.0028182,6.9529E-4,0.0061116,-4.3418E-4,-5.6865E-4,0.0030917,0.0092278,0.0049325,3.5906E-4,-0.0010351,-0.0039151,0.0074487,0.0011777,4.8631E-4,-9.6442E-6,4.8384E-6,-0.0039545,-4.3657E-4,-5.9486E-17,-0.0028788,-5.0943E-4,-1.9205E-4,-1.2512E-18,-6.2382E-17,0.0021143,-0.002063,5.6192E-19,-3.3861E-18,-0.003068,-0.003068,-0.003068,-2.231E-4,-8.5835E-5,-8.5835E-5,-8.5835E-5,-5.4423E-18,-6.2485E-18,-7.7142E-6,-2.0357E-18,0,0.0018025,-2.6503E-17,0.0018158,0.001845,-6.9373E-18,-3.3474E-18,-8.8475E-18,-3.344E-18,2.1714E-18,-3.6516E-18,-5.823E-18,-1.9457E-18,2.7623E-18,2.6847E-18,9.2074E-19,4.4921E-19,7.8805E-37,5.436E-36,4.9185E-20,-6.8834E-26,-3.0353E-19,4.106E-19,4.6571E-36,1.7456E-20,0,-0.0021476,-0.0021476,-0.0018408,-0.0018408,0,0,0,0,0,0,0
9,3.6669E-4,4.2877E-4,7.442E-4,0.0065724,0.0027841,0.0027841,1.714E-4,0.0055004,-5.893E-4,-5.3168E-4,0.0033216,0.0091498,0.0050701,4.2951E-4,-0.0012269,-0.0034969,0.0072559,6.8991E-4,-1.341E-4,-1.3227E-5,-1.3342E-6,-0.0038377,-5.1291E-4,-6.4163E-17,-0.0026299,-5.1922E-4,-1.5511E-4,-1.3796E-18,-6.7206E-17,0.002286,-0.0026001,3.1383E-19,-3.3368E-18,-0.0029141,-0.0029141,-0.0029141,-1.5319E-4,-1.5393E-4,-1.5393E-4,-1.5393E-4,-6.1036E-18,-7.4518E-18,-8.4018E-5,-2.742E-18,0,0.0014316,-3.1729E-17,0.0014505,0.0010431,-6.526E-18,-3.0634E-18,-8.3524E-18,-3.3982E-18,2.0709E-18,-3.3356E-18,-5.4066E-18,-1.8157E-18,2.5838E-18,2.5539E-18,8.5993E-19,4.122E-19,8.3505E-37,5.2312E-36,3.2462E-20,-7.5717E-27,-2.8835E-19,3.7775E-19,4.5314E-36,9.3215E-21,0,-0.0020399,-0.0020399,-0.0017485,-0.0017485,0,0,0,0,0,0,0
10,4.4493E-4,3.9506E-4,8.1476E-4,0.0062536,0.0027183,0.0027183,-1.7343E-4,0.0049504,-7.0447E-4,-4.8987E-4,0.0035067,0.0089455,0.0051383,4.9993E-4,-0.0013036,-0.0031566,0.0069674,3.2836E-4,-5.699E-4,-1.7121E-5,-5.6701E-6,-0.0036476,-5.2186E-4,-6.6758E-17,-0.0024217,-4.8771E-4,-1.1517E-4,-1.4911E-18,-6.9848E-17,0.0024199,-0.0029822,1.158E-19,-3.2484E-18,-0.0027194,-0.0027194,-0.0027194,-9.5223E-5,-1.947E-4,-1.947E-4,-1.947E-4,-6.5742E-18,-7.6734E-18,-1.3674E-4,-3.3391E-18,0,0.0011459,-3.6105E-17,0.0011575,5.4946E-4,-6.1166E-18,-2.8302E-18,-7.9043E-18,-3.5683E-18,2.029E-18,-3.0667E-18,-5.0958E-18,-1.6825E-18,2.4283E-18,2.4312E-18,8.4269E-19,3.7526E-19,8.5201E-37,4.973E-36,2.1425E-20,-8.3289E-28,-2.7393E-19,3.4753E-19,4.3825E-36,4.9777E-21,0,-0.0019036,-0.0019036,-0.0016316,-0.0016316,0,0,0,0,0,0,0
11,5.152E-4,3.619E-4,8.7961E-4,0.005888,0.0026325,0.0026325,-3.7559E-4,0.0044553,-7.8165E-4,-4.4876E-4,0.0036478,0.0086562,0.0051503,5.6948E-4,-0.0013018,-0.002879,0.006622,7.5261E-5,-8.5723E-4,-2.0774E-5,-8.5288E-6,-0.0034113,-4.8519E-4,-6.7555E-17,-0.0022452,-4.3673E-4,-7.7179E-5,-1.5875E-18,-7.0615E-17,0.0025178,-0.0032241,-3.8618E-20,-3.1326E-18,-0.0025042,-0.0025042,-0.0025042,-5.002E-5,-2.1522E-4,-2.1522E-4,-2.1522E-4,-7.7002E-18,-8.9392E-18,-1.7002E-4,-3.793E-18,0,9.2655E-4,-3.9514E-17,9.3602E-4,2.7527E-4,-5.7266E-18,-2.6386E-18,-7.497E-18,-3.8102E-18,2.0223E-18,-2.8388E-18,-4.861E-18,-1.5544E-18,2.2996E-18,2.3167E-18,8.5255E-19,3.4004E-19,8.4929E-37,4.7218E-36,1.414E-20,-9.1618E-29,-2.6024E-19,3.1973E-19,4.2245E-36,2.6581E-21,0,-0.0017529,-0.0017529,-0.0015025,-0.0015025,0,0,0,0,0,0,0
12,5.7465E-4,3.3064E-4,9.3685E-4,0.0055021,0.0025347,0.0025347,-4.7092E-4,0.0040098,-8.2549E-4,-4.1E-4,0.0037467,0.008312,0.0051163,6.3748E-4,-0.0012504,-0.002649,0.0062472,-9.112E-5,-0.0010321,-2.4055E-5,-1.0269E-5,-0.0031497,-4.1999E-4,-6.691E-17,-0.002093,-3.8007E-4,-4.3841E-5,-1.6703E-18,-6.9881E-17,0.0025816,-0.0033475,-1.5605E-19,-2.9989E-18,-0.0022826,-0.0022826,-0.0022826,-1.6662E-5,-2.2156E-4,-2.2156E-4,-2.2156E-4,-8.0633E-18,-8.9617E-18,-1.882E-4,-4.0989E-18,0,7.5612E-4,-4.1939E-17,7.7752E-4,1.4811E-4,-5.3631E-18,-2.4793E-18,-7.1202E-18,-4.0837E-18,2.0313E-18,-2.6428E-18,-4.6741E-18,-1.4356E-18,2.1967E-18,2.2086E-18,8.758E-19,3.0728E-19,8.3423E-37,4.4645E-36,9.3327E-21,-1.0078E-29,-2.4722E-19,2.9415E-19,4.0647E-36,1.4194E-21,0,-0.0015978,-0.0015978,-0.0013696,-0.0013696,0,0,0,0,0,0,0
13,6.2228E-4,3.0213E-4,9.8551E-4,0.0051136,0.0024304,0.0024304,-4.9087E-4,0.0036088,-8.418E-4,-3.7464E-4,0.0038056,0.0079337,0.005044,7.0338E-4,-0.0011707,-0.002455,0.0058614,-1.9209E-4,-0.0011265,-2.6831E-5,-1.1208E-5,-0.0028782,-3.3896E-4,-6.5192E-17,-0.0019595,-3.2562E-4,-1.6314E-5,-1.741E-18,-6.8029E-17,0.0026137,-0.0033761,-2.4274E-19,-2.8554E-18,-0.0020641,-0.0020641,-0.0020641,6.6149E-6,-2.1855E-4,-2.1855E-4,-2.1855E-4,-8.5499E-18,-9.2437E-18,-1.9528E-4,-4.269E-18,0,6.2105E-4,-4.3433E-17,6.7045E-4,1.1367E-4,-5.0262E-18,-2.3442E-18,-6.7635E-18,-4.3561E-18,2.0425E-18,-2.4705E-18,-4.513E-18,-1.3274E-18,2.1151E-18,2.1045E-18,9.026E-19,2.7723E-19,8.1157E-37,4.2132E-36,6.1596E-21,-1.1086E-30,-2.3486E-19,2.7062E-19,3.907E-36,7.5797E-22,0,-0.0014448,-0.0014448,-0.0012384,-0.0012384,0,0,0,0,0,0,0
14,6.5804E-4,2.7652E-4,0.0010254,0.0047339,0.0023234,0.0023234,-4.6103E-4,0.0032479,-8.3655E-4,-3.4289E-4,0.0038271,0.0075356,0.0049397,7.6673E-4,-0.0010775,-0.0022879,0.0054768,-2.4631E-4,-0.0011663,-2.9054E-5,-1.1604E-5,-0.0026077,-2.5108E-4,-6.274E-17,-0.0018405,-2.7734E-4,5.2577E-6,-1.8007E-18,-6.5409E-17,0.0026163,-0.0033321,-3.0422E-19,-2.7082E-18,-0.0018542,-0.0018542,-0.0018542,2.1849E-5,-2.0984E-4,-2.0984E-4,-2.0984E-4,-8.4602E-18,-8.9622E-18,-1.946E-4,-4.3238E-18,0,5.11E-4,-4.4094E-17,6.0294E-4,1.3291E-4,-4.713E-18,-2.2262E-18,-6.418E-18,-4.6033E-18,2.0466E-18,-2.3149E-18,-4.3615E-18,-1.2294E-18,2.0491E-18,2.0022E-18,9.2621E-19,2.4987E-19,7.8444E-37,3.9688E-36,4.0653E-21,-1.2197E-31,-2.2312E-19,2.4897E-19,3.7534E-36,4.0476E-22,0,-0.001298,-0.001298,-0.0011125,-0.0011125,0,0,0,0,0,0,0
15,6.8269E-4,2.5366E-4,0.0010569,0.0043694,0.0022163,0.0022163,-4.0096E-4,0.0029231,-8.1522E-4,-3.1454E-4,0.0038145,0.0071269,0.0048082,8.2717E-4,-9.8084E-4,-0.002141,0.0051006,-2.6892E-4,-0.0011716,-3.0724E-5,-1.1657E-5,-0.0023452,-1.6236E-4,-5.9838E-17,-0.001733,-2.3665E-4,2.1325E-5,-1.8508E-18,-6.2317E-17,0.0025919,-0.0032351,-3.452E-19,-2.5616E-18,-0.0016562,-0.0016562,-0.0016562,3.1008E-5,-1.9802E-4,-1.9802E-4,-1.9802E-4,-8.6181E-18,-9.2989E-18,-1.8886E-4,-4.2858E-18,0,4.1852E-4,-4.4043E-17,5.6431E-4,1.7928E-4,-4.4197E-18,-2.1203E-18,-6.0771E-18,-4.8091E-18,2.038E-18,-2.1705E-18,-4.2084E-18,-1.1407E-18,1.9935E-18,1.9002E-18,9.4247E-19,2.2508E-19,7.549E-37,3.7345E-36,2.6831E-21,-1.3441E-32,-2.1196E-19,2.2905E-19,3.6047E-36,2.1614E-22,0,-0.0011593,-0.0011593,-9.9372E-4,-9.9372E-4,0,0,0,0,0,0,0
16,6.9746E-4,2.3324E-4,0.0010809,0.0040236,0.0021109,0.0021109,-3.2488E-4,0.0026308,-7.8258E-4,-2.8922E-4,0.003771,0.0067137,0.0046538,8.8439E-4,-8.8678E-4,-0.0020093,0.004737,-2.7148E-4,-0.0011567,-3.1875E-5,-1.1509E-5,-0.002095,-7.6569E-5,-5.6714E-17,-0.001635,-2.0347E-4,3.2638E-5,-1.8922E-18,-5.8985E-17,0.0025429,-0.0031012,-3.6957E-19,-2.4185E-18,-0.0014714,-0.0014714,-0.0014714,3.5803E-5,-1.8484E-4,-1.8484E-4,-1.8484E-4,-8.6481E-18,-8.9839E-18,-1.8005E-4,-4.1759E-18,0,3.3846E-4,-4.3405E-17,5.4569E-4,2.3577E-4,-4.1426E-18,-2.0226E-18,-5.7364E-18,-4.9641E-18,2.0138E-18,-2.0333E-18,-4.0471E-18,-1.0599E-18,1.9437E-18,1.7973E-18,9.4919E-19,2.0268E-19,7.2428E-37,3.5112E-36,1.7709E-21,-1.5005E-33,-2.0137E-19,2.1073E-19,3.4612E-36,1.1542E-22,0,-0.00103,-0.00103,-8.8282E-4,-8.8282E-4,0,0,0,0,0,0,0
17,7.0378E-4,2.149E-4,0.0010983,0.0036982,0.0020083,0.0020083,-2.4253E-4,0.0023677,-7.4254E-4,-2.6647E-4,0.0037002,0.0063001,0.0044802,9.3817E-4,-7.9872E-4,-0.0018898,0.0043881,-2.6234E-4,-0.0011317,-3.2564E-5,-1.126E-5,-0.0018592,4.1453E-6,-5.3529E-17,-0.0015451,-1.7696E-4,4.0048E-5,-1.9258E-18,-5.5582E-17,0.0024719,-0.002943,-3.8051E-19,-2.2808E-18,-0.0012999,-0.0012999,-0.0012999,3.7626E-5,-1.7143E-4,-1.7143E-4,-1.7143E-4,-8.6989E-18,-8.9078E-18,-1.696E-4,-4.0116E-18,0,2.6746E-4,-4.2304E-17,5.4016E-4,2.9231E-4,-3.8783E-18,-1.9305E-18,-5.3937E-18,-5.0644E-18,1.9732E-18,-1.9009E-18,-3.8741E-18,-9.8591E-19,1.8963E-18,1.6928E-18,9.4555E-19,1.8246E-19,6.9344E-37,3.2996E-36,1.1688E-21,-1.8541E-34,-1.913E-19,1.9387E-19,3.3232E-36,6.1634E-23,0,-9.0995E-4,-9.0995E-4,-7.7996E-4,-7.7996E-4,0,0,0,0,0,0,0
18,7.0321E-4,1.9828E-4,0.0011102,0.0033932,0.0019092,0.0019092,-1.6022E-4,0.002131,-6.9815E-4,-2.4586E-4,0.0036057,0.0058887,0.0042906,9.883E-4,-7.1824E-4,-0.0017801,0.004055,-2.4722E-4,-0.0011028,-3.286E-5,-1.0973E-5,-0.0016389,7.8725E-5,-5.0396E-17,-0.0014624,-1.5599E-4,4.4386E-5,-1.9525E-18,-5.2223E-17,0.0023813,-0.0027703,-3.806E-19,-2.1496E-18,-0.0011415,-0.0011415,-0.0011415,3.7542E-5,-1.5842E-4,-1.5842E-4,-1.5842E-4,-8.3483E-18,-8.8139E-18,-1.585E-4,-3.8066E-18,0,2.034E-4,-4.0848E-17,5.4259E-4,3.4358E-4,-3.6247E-18,-1.8423E-18,-5.0484E-18,-5.11E-18,1.9166E-18,-1.7716E-18,-3.6883E-18,-9.1752E-19,1.849E-18,1.5868E-18,9.3168E-19,1.6425E-19,6.6294E-37,3.0998E-36,7.7138E-22,-3.9198E-35,-1.8173E-19,1.7836E-19,3.1905E-36,3.2912E-23,0,-7.9906E-4,-7.9906E-4,-6.8491E-4,-6.8491E-4,0,0,0,0,0,0,0
19,6.9723E-4,1.8307E-4,0.0011176,0.0031083,0.0018144,0.0018144,-8.1699E-5,0.0019179,-6.5175E-4,-2.2701E-4,0.0034907,0.0054815,0.004088,0.0010347,-6.4574E-4,-0.0016788,0.0037376,-2.2983E-4,-0.001074,-3.2833E-5,-1.0685E-5,-0.0014341,1.4682E-4,-4.7379E-17,-0.0013861,-1.3935E-4,4.6395E-5,-1.973E-18,-4.8976E-17,0.0022736,-0.0025903,-3.7189E-19,-2.0252E-18,-9.9537E-4,-9.9537E-4,-9.9537E-4,3.6326E-5,-1.4615E-4,-1.4615E-4,-1.4615E-4,-8.0765E-18,-8.3055E-18,-1.4736E-4,-3.5707E-18,0,1.4503E-4,-3.9132E-17,5.4938E-4,3.8737E-4,-3.38E-18,-1.7571E-18,-4.701E-18,-5.1035E-18,1.8453E-18,-1.6449E-18,-3.4902E-18,-8.5392E-19,1.8001E-18,1.4793E-18,9.0831E-19,1.4784E-19,6.3312E-37,2.9117E-36,5.0911E-22,-2.1688E-35,-1.7265E-19,1.6409E-19,3.063E-36,1.7575E-23,0,-6.9676E-4,-6.9676E-4,-5.9722E-4,-5.9722E-4,0,0,0,0,0,0,0
20,6.8721E-4,1.6905E-4,0.0011215,0.0028427,0.0017239,0.0017239,-8.9555E-6,0.0017261,-6.0505E-4,-2.0962E-4,0.0033586,0.0050799,0.003875,0.0010771,-5.8093E-4,-0.0015852,0.003436,-2.1236E-4,-0.001047,-3.2554E-5,-1.0417E-5,-0.0012443,2.0851E-4,-4.4509E-17,-0.0013157,-1.26E-4,4.6702E-5,-1.988E-18,-4.5875E-17,0.0021511,-0.0024082,-3.5607E-19,-1.9078E-18,-8.6063E-4,-8.6063E-4,-8.6063E-4,3.4515E-5,-1.3474E-4,-1.3474E-4,-1.3474E-4,-7.8255E-18,-8.0636E-18,-1.3655E-4,-3.311E-18,0,9.1668E-5,-3.7232E-17,5.5812E-4,4.2332E-4,-3.1434E-18,-1.6745E-18,-4.3529E-18,-5.0492E-18,1.7608E-18,-1.5206E-18,-3.2814E-18,-7.9446E-19,1.7488E-18,1.3709E-18,8.7649E-19,1.3307E-19,6.0418E-37,2.735E-36,3.3601E-22,-1.8446E-35,-1.6401E-19,1.5096E-19,2.9405E-36,9.3852E-24,0,-6.0244E-4,-6.0244E-4,-5.1638E-4,-5.1638E-4,0,0,0,0,0,0,0
21,6.7435E-4,1.5601E-4,0.0011227,0.0025955,0.0016382,0.0016382,5.7192E-5,0.0015535,-5.5924E-4,-1.9345E-4,0.0032123,0.0046852,0.0036542,0.0011157,-5.2319E-4,-0.0014985,0.0031496,-1.9598E-4,-0.0010229,-3.2086E-5,-1.0177E-5,-0.0010688,2.6409E-4,-4.1793E-17,-0.001251,-1.1504E-4,4.5813E-5,-1.9981E-18,-4.2929E-17,0.002016,-0.0022274,-3.345E-19,-1.7972E-18,-7.3643E-4,-7.3643E-4,-7.3643E-4,3.2457E-5,-1.242E-4,-1.242E-4,-1.242E-4,-7.2923E-18,-7.683E-18,-1.2626E-4,-3.0323E-18,0,4.2949E-5,-3.5211E-17,5.6729E-4,4.5209E-4,-2.9145E-18,-1.5942E-18,-4.0057E-18,-4.9526E-18,1.6652E-18,-1.3988E-18,-3.064E-18,-7.3869E-19,1.695E-18,1.2621E-18,8.3742E-19,1.1976E-19,5.7625E-37,2.569E-36,2.2177E-22,-1.6876E-35,-1.5581E-19,1.3889E-19,2.8229E-36,5.0117E-24,0,-5.155E-4,-5.155E-4,-4.4186E-4,-4.4186E-4,0,0,0,0,0,0,0
22,6.5971E-4,1.4381E-4,0.0011218,0.0023657,0.0015572,0.0015572,1.1664E-4,0.0013981,-5.1512E-4,-1.7833E-4,0.0030547,0.0042986,0.0034279,0.0011503,-4.7176E-4,-0.0014183,0.0028783,-1.812E-4,-0.0010015,-3.1486E-5,-9.9641E-6,-9.0673E-4,3.1397E-4,-3.9224E-17,-0.0011916,-1.0578E-4,4.4119E-5,-2.0039E-18,-4.0134E-17,0.0018707,-0.0020506,-3.0832E-19,-1.6932E-18,-6.2196E-4,-6.2196E-4,-6.2196E-4,3.0366E-5,-1.1447E-4,-1.1447E-4,-1.1447E-4,-7.1274E-18,-7.3047E-18,-1.1657E-4,-2.7379E-18,0,-1.3106E-6,-3.3115E-17,5.7599E-4,4.7477E-4,-2.6932E-18,-1.5162E-18,-3.6615E-18,-4.819E-18,1.5603E-18,-1.28E-18,-2.8403E-18,-6.8628E-19,1.6387E-18,1.1535E-18,7.9231E-19,1.0779E-19,5.4938E-37,2.4134E-36,1.4637E-22,-1.5584E-35,-1.4802E-19,1.2778E-19,2.71E-36,2.6762E-24,0,-4.3537E-4,-4.3537E-4,-3.7317E-4,-3.7317E-4,0,0,0,0,0,0,0
23,6.4413E-4,1.3236E-4,0.0011195,0.0021524,0.001481,0.001481,1.697E-4,0.0012583,-4.7321E-4,-1.6413E-4,0.0028883,0.0039213,0.0031982,0.0011809,-4.2589E-4,-0.0013443,0.0026215,-1.6811E-4,-9.8262E-4,-3.0802E-5,-9.7764E-6,-7.5733E-4,3.5856E-4,-3.6786E-17,-0.0011372,-9.7709E-5,4.1914E-5,-2.0058E-18,-3.7472E-17,0.0017172,-0.0018792,-2.785E-19,-1.5954E-18,-5.1648E-4,-5.1648E-4,-5.1648E-4,2.8359E-5,-1.0547E-4,-1.0547E-4,-1.0547E-4,-6.4518E-18,-6.7417E-18,-1.0748E-4,-2.4306E-18,0,-4.122E-5,-3.098E-17,5.8375E-4,4.9256E-4,-2.4798E-18,-1.4407E-18,-3.3222E-18,-4.6543E-18,1.4482E-18,-1.1646E-18,-2.6128E-18,-6.37E-19,1.5801E-18,1.0459E-18,7.4236E-19,9.7013E-20,5.2361E-37,2.2675E-36,9.6603E-23,-1.4408E-35,-1.4062E-19,1.1755E-19,2.6016E-36,1.4291E-24,0,-3.6154E-4,-3.6154E-4,-3.0989E-4,-3.0989E-4,0,0,0,0,0,0,0
24,6.2832E-4,1.2159E-4,0.0011161,0.0019548,0.0014096,0.0014096,2.1685E-4,0.0011325,-4.3379E-4,-1.5077E-4,0.0027155,0.0035542,0.0029671,0.0012076,-3.8488E-4,-0.0012763,0.0023789,-1.5656E-4,-9.6576E-4,-3.0075E-5,-9.6087E-6,-6.1975E-4,3.9828E-4,-3.4458E-17,-0.0010874,-9.0475E-5,3.9413E-5,-2.0043E-18,-3.4928E-17,0.0015575,-0.0017145,-2.4585E-19,-1.5034E-18,-4.1937E-4,-4.1937E-4,-4.1937E-4,2.6489E-5,-9.7109E-5,-9.7109E-5,-9.7109E-5,-6.1468E-18,-6.3842E-18,-9.8979E-5,-2.1126E-18,0,-7.6875E-5,-2.8834E-17,5.9039E-4,5.0656E-4,-2.2746E-18,-1.3678E-18,-2.9896E-18,-4.4637E-18,1.3304E-18,-1.0532E-18,-2.3836E-18,-5.9071E-19,1.5197E-18,9.3973E-19,6.8865E-19,8.7312E-20,4.9892E-37,2.1308E-36,6.3758E-23,-1.3325E-35,-1.3359E-19,1.0815E-19,2.4976E-36,7.6314E-25,0,-2.9356E-4,-2.9356E-4,-2.5162E-4,-2.5162E-4,0,0,0,0,0,0,0
